,url
506,https://www.musinsa.com/app/goods/1201415
507,https://www.musinsa.com/app/goods/1919461
508,https://www.musinsa.com/app/goods/2967743
509,https://www.musinsa.com/app/goods/3271385
510,https://www.musinsa.com/app/goods/3278358
511,https://www.musinsa.com/app/goods/2400100
512,https://www.musinsa.com/app/goods/3232758
513,https://www.musinsa.com/app/goods/3408640
514,https://www.musinsa.com/app/goods/776697
515,https://www.musinsa.com/app/goods/2584605
516,https://www.musinsa.com/app/goods/3268902
517,https://www.musinsa.com/app/goods/3256994
518,https://www.musinsa.com/app/goods/1342539
519,https://www.musinsa.com/app/goods/2586437
520,https://www.musinsa.com/app/goods/3266748
521,https://www.musinsa.com/app/goods/3182515
522,https://www.musinsa.com/app/goods/3201508
523,https://www.musinsa.com/app/goods/3175588
524,https://www.musinsa.com/app/goods/3027723
525,https://www.musinsa.com/app/goods/3144815
526,https://www.musinsa.com/app/goods/3394378
527,https://www.musinsa.com/app/goods/3204395
528,https://www.musinsa.com/app/goods/3361037
529,https://www.musinsa.com/app/goods/2448807
530,https://www.musinsa.com/app/goods/3132776
531,https://www.musinsa.com/app/goods/3181095
532,https://www.musinsa.com/app/goods/3273724
533,https://www.musinsa.com/app/goods/1900341
534,https://www.musinsa.com/app/goods/1828021
535,https://www.musinsa.com/app/goods/1466672
536,https://www.musinsa.com/app/goods/3095105
537,https://www.musinsa.com/app/goods/3426663
538,https://www.musinsa.com/app/goods/324471
539,https://www.musinsa.com/app/goods/1841764
540,https://www.musinsa.com/app/goods/3209728
541,https://www.musinsa.com/app/goods/1999668
542,https://www.musinsa.com/app/goods/2301548
543,https://www.musinsa.com/app/goods/3086620
544,https://www.musinsa.com/app/goods/3325145
545,https://www.musinsa.com/app/goods/1388022
546,https://www.musinsa.com/app/goods/2608421
547,https://www.musinsa.com/app/goods/2635211
548,https://www.musinsa.com/app/goods/3255232
549,https://www.musinsa.com/app/goods/3231777
550,https://www.musinsa.com/app/goods/1517082
551,https://www.musinsa.com/app/goods/1542070
552,https://www.musinsa.com/app/goods/1050461
553,https://www.musinsa.com/app/goods/3159369
554,https://www.musinsa.com/app/goods/3326839
555,https://www.musinsa.com/app/goods/2781308
556,https://www.musinsa.com/app/goods/3261136
557,https://www.musinsa.com/app/goods/3404247
558,https://www.musinsa.com/app/goods/2620119
559,https://www.musinsa.com/app/goods/2687123
560,https://www.musinsa.com/app/goods/120982
561,https://www.musinsa.com/app/goods/3538962
562,https://www.musinsa.com/app/goods/3199202
563,https://www.musinsa.com/app/goods/3248278
564,https://www.musinsa.com/app/goods/3303918
565,https://www.musinsa.com/app/goods/2823670
566,https://www.musinsa.com/app/goods/2470063
567,https://www.musinsa.com/app/goods/1035857
568,https://www.musinsa.com/app/goods/2705624
569,https://www.musinsa.com/app/goods/3375682
570,https://www.musinsa.com/app/goods/3428423
571,https://www.musinsa.com/app/goods/3267181
572,https://www.musinsa.com/app/goods/3051405
573,https://www.musinsa.com/app/goods/3183909
574,https://www.musinsa.com/app/goods/2386313
575,https://www.musinsa.com/app/goods/3269417
576,https://www.musinsa.com/app/goods/1880961
577,https://www.musinsa.com/app/goods/1423410
578,https://www.musinsa.com/app/goods/2051556
579,https://www.musinsa.com/app/goods/3275732
580,https://www.musinsa.com/app/goods/2447768
581,https://www.musinsa.com/app/goods/3285765
582,https://www.musinsa.com/app/goods/3295283
583,https://www.musinsa.com/app/goods/3352226
584,https://www.musinsa.com/app/goods/3388890
585,https://www.musinsa.com/app/goods/3509039
586,https://www.musinsa.com/app/goods/2791931
587,https://www.musinsa.com/app/goods/2495203
588,https://www.musinsa.com/app/goods/3301664
589,https://www.musinsa.com/app/goods/2405194
590,https://www.musinsa.com/app/goods/3280136
591,https://www.musinsa.com/app/goods/3543896
592,https://www.musinsa.com/app/goods/1804095
593,https://www.musinsa.com/app/goods/2576187
594,https://www.musinsa.com/app/goods/576808
595,https://www.musinsa.com/app/goods/3011510
596,https://www.musinsa.com/app/goods/3195165
597,https://www.musinsa.com/app/goods/3247399
598,https://www.musinsa.com/app/goods/3119621
599,https://www.musinsa.com/app/goods/3291348
600,https://www.musinsa.com/app/goods/3347266
601,https://www.musinsa.com/app/goods/3399837
602,https://www.musinsa.com/app/goods/1897761
603,https://www.musinsa.com/app/goods/3246327
604,https://www.musinsa.com/app/goods/3263995
605,https://www.musinsa.com/app/goods/1446568
606,https://www.musinsa.com/app/goods/3133178
607,https://www.musinsa.com/app/goods/3259618
608,https://www.musinsa.com/app/goods/3207556
609,https://www.musinsa.com/app/goods/3013067
610,https://www.musinsa.com/app/goods/3209400
611,https://www.musinsa.com/app/goods/3232734
612,https://www.musinsa.com/app/goods/2400566
613,https://www.musinsa.com/app/goods/1486972
614,https://www.musinsa.com/app/goods/3163574
615,https://www.musinsa.com/app/goods/3182395
616,https://www.musinsa.com/app/goods/1850435
617,https://www.musinsa.com/app/goods/3106600
618,https://www.musinsa.com/app/goods/3259854
619,https://www.musinsa.com/app/goods/3337695
620,https://www.musinsa.com/app/goods/2558686
621,https://www.musinsa.com/app/goods/3276318
622,https://www.musinsa.com/app/goods/3277668
623,https://www.musinsa.com/app/goods/2396847
624,https://www.musinsa.com/app/goods/2405178
